ID,PA,PB,PC,PD,PE,PF,PG
PR59473,3562107,1755149,1081723,762191,408722,356661,276395
PR59474,3562129,1755129,1081730,762196,408726,356666,276400
PR59475,3562176,1755125,1081745,762210,408733,356673,276407
PR59476,3562223,1755125,1081760,762224,408741,356680,276413
PR59477,3562261,1755119,1081774,762233,408748,356686,276420
PR59478,3562287,1755109,1081785,762239,408754,356691,276426
PR59479,3562312,1755100,1081798,762245,408760,356696,276433
PR59480,3562314,1755084,1081808,762247,408765,356701,276439
PR59481,3562335,1755076,1081819,762252,408771,356705,276445
PR59482,3562359,1755070,1081832,762259,408777,356711,276452
PR59483,3562379,1755063,1081845,762265,408783,356716,276459
PR59484,3562395,1755055,1081858,762269,408790,356720,276465
PR59485,3562409,1755050,1081873,762274,408797,356725,276472
PR59486,3562428,1755052,1081891,762282,408805,356731,276480
PR59487,3562440,1755045,1081906,762286,408812,356736,276486
PR59488,3562456,1755042,1081923,762293,408819,356742,276494
PR59489,3562470,1755039,1081939,762299,408826,356747,276501
PR59490,3562485,1755042,1081958,762308,408834,356753,276508
PR59491,3562500,1755045,1081977,762317,408843,356759,276516
PR59492,3562505,1755038,1081992,762320,408849,356764,276522
PR59493,3562509,1755031,1082007,762323,408856,356769,276527
PR59494,3562522,1755032,1082024,762329,408863,356774,276534
PR59495,3562542,1755032,1082039,762335,408870,356779,276540
PR59496,3562564,1755032,1082050,762341,408876,356784,276546
PR59497,3562567,1755025,1082060,762343,408881,356788,276551
PR59498,3562578,1755019,1082067,762347,408886,356792,276556
PR59499,3562605,1755015,1082075,762353,408891,356796,276562
PR59500,3562624,1755007,1082079,762358,408895,356800,276567
PR59501,3562665,1755004,1082087,762368,408900,356805,276573
PR59502,3562693,1754995,1082093,762374,408903,356809,276579
PR59503,3562713,1754981,1082098,762378,408906,356814,276585
PR59504,3562734,1754966,1082103,762382,408909,356818,276590
PR59505,3562768,1754954,1082111,762389,408913,356823,276597
PR59506,3562791,1754936,1082117,762394,408915,356828,276602
PR59507,3562851,1754936,1082132,762408,408921,356836,276609
PR59508,3562894,1754929,1082143,762417,408925,356842,276615
PR59509,3562954,1754924,1082156,762429,408930,356850,276621
PR59510,3563016,1754928,1082170,762442,408935,356858,276628
PR59511,3563047,1754914,1082178,762447,408938,356864,276633
PR59512,3563106,1754911,1082193,762458,408943,356872,276640
PR59513,3563169,1754913,1082209,762471,408948,356880,276647
PR59514,3563233,1754911,1082224,762484,408953,356889,276653
PR59515,3563285,1754907,1082237,762493,408956,356897,276660
PR59516,3563338,1754902,1082251,762502,408961,356905,276666
PR59517,3563399,1754900,1082266,762513,408965,356913,276673
PR59518,3563462,1754895,1082282,762525,408970,356921,276680
PR59519,3563507,1754877,1082295,762532,408974,356928,276686
PR59520,3563567,1754873,1082310,762542,408979,356937,276693
PR59521,3563612,1754870,1082320,762546,408981,356944,276698
PR59522,3563705,1754897,1082343,762566,408987,356956,276705
PR59523,3563794,1754927,1082368,762587,408995,356968,276712
PR59524,3563877,1754948,1082385,762603,409000,356977,276720
PR59525,3563944,1754965,1082400,762615,409006,356984,276726
PR59526,3564003,1754979,1082413,762626,409011,356991,276732
PR59527,3564064,1754992,1082427,762638,409016,356997,276738
PR59528,3564096,1754997,1082439,762644,409021,357003,276743
PR59529,3564128,1755002,1082451,762651,409027,357008,276747
PR59530,3564158,1755017,1082469,762663,409033,357014,276754
PR59531,3564183,1755031,1082487,762675,409040,357021,276761
PR59532,3564206,1755047,1082504,762687,409048,357027,276768
PR59533,3564260,1755043,1082519,762695,409052,357036,276775
PR59534,3564341,1755056,1082538,762712,409057,357047,276782
PR59535,3564429,1755081,1082561,762732,409064,357059,276788
PR59536,3564481,1755093,1082574,762742,409069,357065,276793
PR59537,3564554,1755099,1082592,762755,409074,357075,276800
PR59538,3564648,1755132,1082618,762777,409081,357087,276807
PR59539,3564744,1755170,1082647,762798,409089,357101,276815
PR59540,3564824,1755187,1082665,762813,409095,357111,276821
PR59541,3564892,1755201,1082680,762824,409100,357119,276827
PR59542,3564963,1755217,1082695,762837,409105,357127,276834
PR59543,3565048,1755239,1082713,762853,409111,357136,276841
PR59544,3565151,1755280,1082745,762873,409119,357150,276850
PR59545,3565244,1755314,1082772,762894,409127,357162,276857
PR59546,3565334,1755338,1082793,762915,409133,357174,276864
PR59547,3565423,1755367,1082816,762937,409140,357186,276871
PR59548,3565514,1755395,1082837,762959,409147,357198,276877
PR59549,3565588,1755410,1082854,762972,409152,357207,276884
PR59550,3565676,1755437,1082872,762990,409159,357217,276892
PR59551,3565744,1755454,1082887,763003,409164,357224,276898
PR59552,3565793,1755465,1082900,763012,409169,357230,276903
PR59553,3565852,1755477,1082914,763023,409175,357236,276909
PR59554,3565885,1755482,1082924,763029,409179,357242,276914
PR59555,3565917,1755486,1082934,763035,409184,357247,276918
PR59556,3565947,1755490,1082944,763041,409189,357252,276923
PR59557,3565978,1755494,1082954,763047,409194,357257,276927
PR59558,3566009,1755500,1082965,763053,409199,357262,276932
PR59559,3566041,1755506,1082977,763060,409204,357267,276937
PR59560,3566074,1755512,1082989,763066,409209,357272,276941
PR59561,3566107,1755518,1083002,763073,409214,357277,276946
PR59562,3566153,1755531,1083018,763083,409221,357284,276952
PR59563,3566201,1755548,1083035,763096,409228,357291,276959
PR59564,3566248,1755566,1083052,763109,409235,357297,276966
PR59565,3566290,1755579,1083067,763119,409241,357303,276972
PR59566,3566325,1755588,1083083,763126,409247,357309,276977
PR59567,3566358,1755596,1083098,763133,409252,357314,276982
PR59568,3566388,1755604,1083113,763141,409258,357320,276986
PR59569,3566419,1755612,1083129,763148,409263,357325,276991
PR59570,3566449,1755620,1083145,763155,409269,357331,276996
PR59571,3566477,1755627,1083160,763162,409274,357336,277001
PR59572,3566504,1755634,1083176,763169,409280,357341,277006
PR59573,3566530,1755641,1083191,763176,409285,357347,277011
PR59574,3566558,1755650,1083208,763184,409291,357352,277017
PR59575,3566584,1755660,1083224,763193,409297,357358,277023
PR59576,3566619,1755680,1083243,763208,409305,357366,277030
PR59577,3566653,1755698,1083261,763222,409312,357373,277037
PR59578,3566679,1755713,1083280,763234,409319,357380,277044
PR59579,3566704,1755727,1083298,763246,409326,357386,277051
PR59580,3566730,1755742,1083316,763259,409333,357393,277058
PR59581,3566756,1755761,1083334,763273,409340,357400,277065
PR59582,3566783,1755775,1083353,763285,409347,357407,277072
PR59583,3566807,1755788,1083369,763296,409353,357413,277078
PR59584,3566830,1755803,1083386,763308,409359,357419,277085
PR59585,3566848,1755812,1083403,763317,409365,357425,277091
PR59586,3566872,1755829,1083421,763331,409372,357432,277098
PR59587,3566894,1755844,1083439,763343,409378,357438,277105
PR59588,3566931,1755870,1083459,763358,409388,357448,277112
PR59589,3566961,1755890,1083477,763373,409395,357455,277118
PR59590,3566989,1755906,1083495,763386,409402,357462,277125
PR59591,3567024,1755924,1083511,763400,409408,357468,277132
PR59592,3567058,1755943,1083527,763414,409415,357475,277139
PR59593,3567090,1755954,1083542,763423,409420,357480,277143
PR59594,3567127,1755966,1083557,763434,409425,357486,277148
PR59595,3567170,1755987,1083572,763448,409432,357492,277155
PR59596,3567217,1756009,1083587,763462,409439,357499,277161
PR59597,3567262,1756026,1083599,763473,409445,357504,277165
PR59598,3567307,1756042,1083610,763483,409450,357509,277169
PR59599,3567346,1756058,1083619,763492,409454,357514,277173
PR59600,3567383,1756070,1083629,763500,409459,357519,277176
PR59601,3567449,1756097,1083644,763516,409465,357526,277183
PR59602,3567537,1756139,1083662,763538,409473,357538,277191
PR59603,3567628,1756180,1083680,763560,409480,357549,277200
PR59604,3567726,1756224,1083701,763584,409490,357562,277210
PR59605,3567829,1756272,1083729,763610,409502,357575,277222
PR59606,3567923,1756312,1083752,763634,409511,357586,277233
PR59607,3568019,1756355,1083777,763658,409521,357597,277244
PR59608,3568115,1756399,1083801,763684,409531,357609,277255
PR59609,3568223,1756453,1083833,763711,409544,357623,277268
PR59610,3568321,1756498,1083860,763734,409555,357634,277280
PR59611,3568409,1756537,1083885,763753,409564,357644,277291
PR59612,3568495,1756578,1083912,763772,409572,357653,277301
PR59613,3568573,1756615,1083934,763788,409580,357661,277310
PR59614,3568670,1756663,1083961,763811,409590,357672,277322
PR59615,3568775,1756716,1083992,763839,409601,357685,277335
PR59616,3568864,1756759,1084016,763858,409609,357696,277346
PR59617,3568962,1756808,1084038,763881,409619,357708,277357
PR59618,3569060,1756855,1084058,763906,409627,357720,277368
PR59619,3569156,1756903,1084079,763931,409635,357731,277378
PR59620,3569253,1756950,1084099,763955,409644,357743,277388
PR59621,3569359,1757006,1084129,763979,409657,357757,277401
PR59622,3569463,1757062,1084157,764004,409669,357770,277413
PR59623,3569555,1757103,1084176,764024,409678,357780,277423
PR59624,3569647,1757145,1084196,764046,409686,357791,277434
PR59625,3569742,1757192,1084220,764071,409696,357803,277445
PR59626,3569837,1757235,1084246,764094,409706,357814,277457
PR59627,3569919,1757273,1084270,764112,409715,357822,277467
PR59628,3570004,1757312,1084297,764131,409724,357831,277477
PR59629,3570091,1757353,1084325,764150,409735,357840,277488
PR59630,3570185,1757400,1084358,764177,409747,357851,277501
PR59631,3570267,1757439,1084383,764195,409758,357859,277511
PR59632,3570354,1757482,1084413,764215,409771,357869,277522
PR59633,3570423,1757515,1084428,764230,409782,357876,277528
PR59634,3570498,1757552,1084447,764248,409795,357885,277537
PR59635,3570580,1757600,1084476,764273,409809,357896,277549
PR59636,3570646,1757628,1084490,764288,409818,357903,277555
PR59637,3570707,1757652,1084505,764302,409827,357909,277560
PR59638,3570770,1757677,1084520,764317,409836,357916,277565
PR59639,3570831,1757702,1084533,764331,409844,357922,277569
PR59640,3570891,1757728,1084547,764345,409852,357929,277574
PR59641,3570953,1757753,1084560,764360,409860,357935,277579
PR59642,3571031,1757800,1084587,764385,409874,357946,277591
PR59643,3571099,1757833,1084602,764402,409884,357954,277597
PR59644,3571191,1757877,1084624,764422,409892,357965,277609
PR59645,3571284,1757920,1084642,764443,409898,357976,277618
PR59646,3571379,1757964,1084660,764466,409906,357987,277628
PR59647,3571489,1758021,1084690,764491,409918,358001,277641
PR59648,3571596,1758078,1084720,764516,409931,358014,277653
PR59649,3571687,1758128,1084754,764542,409947,358026,277667
PR59650,3571776,1758174,1084787,764567,409962,358036,277679
PR59651,3571862,1758221,1084819,764589,409976,358047,277691
PR59652,3571944,1758263,1084845,764609,409989,358056,277702
PR59653,3572006,1758292,1084859,764623,409999,358062,277707
PR59654,3572067,1758316,1084873,764637,410007,358069,277712
PR59655,3572129,1758340,1084888,764651,410015,358075,277716
PR59656,3572209,1758375,1084903,764667,410020,358084,277725
PR59657,3572307,1758426,1084923,764691,410029,358096,277736
PR59658,3572399,1758469,1084943,764712,410038,358107,277746
PR59659,3572484,1758505,1084961,764730,410045,358116,277756
PR59660,3572575,1758550,1084994,764753,410058,358126,277768
PR59661,3572663,1758593,1085024,764773,410071,358135,277779
PR59662,3572754,1758641,1085056,764800,410084,358147,277792
PR59663,3572849,1758692,1085090,764829,410099,358159,277806
PR59664,3572925,1758729,1085110,764846,410112,358167,277814
PR59665,3572986,1758758,1085123,764860,410122,358173,277819
PR59666,3573062,1758795,1085144,764878,410134,358181,277827
PR59667,3573135,1758828,1085160,764894,410146,358189,277835
PR59668,3573197,1758855,1085174,764908,410155,358196,277840
PR59669,3573270,1758889,1085191,764925,410166,358203,277847
PR59670,3573353,1758938,1085220,764951,410181,358215,277860
PR59671,3573433,1758981,1085249,764973,410195,358225,277871
PR59672,3573499,1759010,1085264,764988,410204,358232,277877
PR59673,3573565,1759039,1085278,765004,410214,358239,277883
PR59674,3573627,1759064,1085293,765018,410222,358245,277888
PR59675,3573693,1759093,1085307,765033,410232,358252,277894
PR59676,3573762,1759124,1085323,765051,410242,358260,277901
PR59677,3573831,1759155,1085339,765068,410253,358268,277908
PR59678,3573893,1759180,1085353,765082,410261,358274,277913
PR59679,3573968,1759223,1085380,765104,410274,358284,277924
PR59680,3574039,1759259,1085397,765123,410286,358293,277932
PR59681,3574112,1759295,1085417,765142,410298,358301,277941
PR59682,3574175,1759322,1085432,765157,410307,358308,277946
PR59683,3574239,1759348,1085446,765172,410316,358315,277951
PR59684,3574302,1759375,1085461,765188,410325,358322,277956
PR59685,3574366,1759402,1085475,765203,410334,358328,277961
PR59686,3574430,1759429,1085490,765218,410344,358335,277967
PR59687,3574496,1759456,1085505,765234,410354,358342,277972
PR59688,3574561,1759483,1085520,765250,410364,358348,277978
PR59689,3574637,1759525,1085546,765273,410377,358358,277989
PR59690,3574788,1759600,1085596,765317,410400,358374,278006
PR59691,3575014,1759709,1085656,765372,410426,358393,278025
PR59692,3575235,1759826,1085721,765423,410453,358414,278043
PR59693,3575404,1759911,1085774,765465,410474,358431,278060
PR59694,3575578,1760000,1085833,765508,410497,358449,278077
PR59695,3575761,1760089,1085898,765548,410523,358467,278096
PR59696,3575928,1760172,1085955,765589,410545,358484,278113
PR59697,3576086,1760248,1086017,765622,410568,358500,278130
PR59698,3576244,1760321,1086075,765655,410590,358515,278147
PR59699,3576386,1760389,1086122,765687,410607,358529,278162
PR59700,3576537,1760460,1086171,765727,410628,358543,278178
PR59701,3576699,1760532,1086220,765771,410649,358559,278195
PR59702,3576855,1760602,1086267,765816,410670,358574,278211
PR59703,3576998,1760665,1086312,765855,410688,358587,278226
PR59704,3577159,1760739,1086362,765898,410710,358603,278242
PR59705,3577282,1760800,1086404,765932,410728,358615,278256
PR59706,3577376,1760858,1086435,765959,410746,358624,278266
PR59707,3577444,1760899,1086455,765978,410758,358632,278273
PR59708,3577560,1760959,1086494,766011,410777,358644,278287
PR59709,3577663,1761016,1086530,766043,410794,358655,278301
PR59710,3577757,1761072,1086564,766072,410812,358665,278313
PR59711,3577858,1761130,1086601,766103,410830,358676,278326
PR59712,3577929,1761169,1086623,766124,410842,358684,278333
PR59713,3578046,1761234,1086664,766160,410863,358697,278347
PR59714,3578158,1761298,1086704,766194,410884,358709,278361
PR59715,3578244,1761348,1086736,766222,410901,358720,278371
PR59716,3578360,1761412,1086780,766260,410923,358734,278385
PR59717,3578437,1761454,1086807,766284,410937,358744,278396
PR59718,3578515,1761496,1086835,766309,410951,358754,278408
PR59719,3578597,1761535,1086865,766335,410968,358763,278417
PR59720,3578681,1761576,1086896,766361,410985,358773,278427
PR59721,3578805,1761639,1086941,766400,411007,358787,278442
PR59722,3578970,1761716,1087003,766434,411030,358803,278460
PR59723,3579144,1761800,1087063,766474,411052,358820,278477
PR59724,3579288,1761876,1087132,766504,411077,358837,278496
PR59725,3579428,1761943,1087197,766533,411100,358853,278514
PR59726,3579580,1762014,1087249,766566,411119,358867,278530
PR59727,3579716,1762081,1087298,766595,411138,358882,278546
PR59728,3579858,1762150,1087349,766626,411157,358896,278562
PR59729,3580013,1762221,1087402,766659,411177,358911,278578
PR59730,3580171,1762293,1087460,766693,411198,358926,278595
PR59731,3580329,1762367,1087520,766726,411220,358942,278612
PR59732,3580486,1762438,1087575,766759,411241,358957,278629
PR59733,3580643,1762511,1087628,766795,411261,358972,278645
PR59734,3580801,1762581,1087682,766829,411281,358987,278661
PR59735,3580964,1762655,1087731,766875,411303,359003,278678
PR59736,3581126,1762727,1087780,766921,411324,359020,278694
PR59737,3581292,1762817,1087837,766967,411352,359039,278711
PR59738,3581457,1762904,1087894,767014,411378,359059,278727
PR59739,3581636,1763000,1087952,767063,411407,359079,278743
PR59740,3581835,1763098,1088011,767111,411435,359100,278760
PR59741,3581907,1763130,1088030,767129,411447,359107,278767
PR59742,3581982,1763164,1088052,767149,411460,359115,278775
PR59743,3582142,1763240,1088106,767187,411480,359131,278791
PR59744,3582282,1763310,1088153,767224,411501,359144,278806
PR59745,3582441,1763380,1088201,767268,411522,359159,278822
PR59746,3582605,1763455,1088252,767312,411544,359176,278838
PR59747,3582756,1763523,1088298,767354,411564,359190,278854
PR59748,3582882,1763585,1088340,767388,411583,359202,278868
PR59749,3583001,1763645,1088381,767421,411601,359214,278882
PR59750,3583181,1763738,1088439,767471,411629,359235,278898
PR59751,3583356,1763831,1088497,767521,411657,359256,278915
PR59752,3583584,1763933,1088564,767569,411687,359277,278932
PR59753,3583800,1764037,1088625,767619,411716,359298,278948
PR59754,3584044,1764151,1088692,767669,411747,359319,278965
PR59755,3584276,1764263,1088754,767720,411777,359340,278982
PR59756,3584449,1764359,1088810,767770,411805,359360,278999
PR59757,3584611,1764437,1088862,767814,411829,359378,279016
PR59758,3584795,1764528,1088921,767863,411855,359397,279034
PR59759,3584986,1764626,1088980,767912,411883,359415,279052
PR59760,3585157,1764707,1089040,767949,411906,359431,279069
PR59761,3585323,1764785,1089098,767984,411929,359447,279086
PR59762,3585486,1764857,1089153,768019,411950,359463,279103
PR59763,3585656,1764939,1089209,768059,411973,359480,279120
PR59764,3585815,1765009,1089257,768103,411993,359495,279136
PR59765,3585974,1765080,1089305,768147,412014,359510,279153
PR59766,3586106,1765142,1089350,768182,412033,359522,279167
PR59767,3586259,1765211,1089396,768226,412053,359538,279182
PR59768,3586367,1765268,1089433,768258,412071,359549,279196
PR59769,3586470,1765326,1089470,768289,412088,359560,279209
PR59770,3586587,1765387,1089510,768326,412107,359573,279224
PR59771,3586682,1765442,1089544,768357,412126,359584,279236
PR59772,3586782,1765498,1089580,768389,412145,359595,279249
PR59773,3586861,1765541,1089608,768413,412160,359604,279257
PR59774,3586932,1765580,1089630,768434,412172,359612,279265
PR59775,3587047,1765644,1089671,768470,412193,359624,279279
PR59776,3587154,1765703,1089713,768506,412214,359639,279292
PR59777,3587363,1765811,1089772,768557,412243,359661,279309
PR59778,3587581,1765922,1089834,768608,412273,359681,279326
PR59779,3587789,1766031,1089893,768659,412301,359702,279343
PR59780,3587983,1766135,1089952,768710,412330,359724,279361
PR59781,3588210,1766251,1090013,768761,412359,359744,279378
PR59782,3588435,1766363,1090075,768811,412388,359765,279395
PR59783,3588650,1766466,1090143,768856,412419,359785,279413
PR59784,3588864,1766571,1090222,768898,412451,359807,279431
PR59785,3589086,1766678,1090295,768942,412483,359828,279449
PR59786,3589299,1766781,1090375,768985,412516,359851,279468
PR59787,3589492,1766872,1090454,769026,412548,359873,279487
PR59788,3589711,1766975,1090532,769070,412580,359895,279505
PR59789,3589935,1767083,1090613,769114,412613,359918,279524
PR59790,3590200,1767214,1090703,769163,412648,359943,279543
PR59791,3590437,1767336,1090790,769208,412684,359967,279561
PR59792,3590697,1767463,1090877,769258,412720,359993,279579
PR59793,3590925,1767555,1090954,769305,412759,360018,279596
PR59794,3591166,1767671,1091040,769351,412792,360042,279615
PR59795,3591406,1767791,1091126,769398,412827,360065,279633
PR59796,3591664,1767919,1091213,769448,412864,360090,279650
PR59797,3591882,1768028,1091297,769492,412898,360114,279669
PR59798,3592123,1768145,1091381,769539,412931,360137,279686
PR59799,3592365,1768261,1091465,769587,412965,360161,279703
PR59800,3592648,1768392,1091554,769642,413001,360186,279721
PR59801,3592911,1768520,1091643,769692,413036,360210,279738
PR59802,3593164,1768645,1091730,769741,413071,360234,279755
PR59803,3593431,1768776,1091818,769793,413107,360259,279772
PR59804,3593664,1768882,1091900,769838,413144,360283,279790
PR59805,3593932,1769013,1091989,769891,413179,360308,279807
PR59806,3594217,1769156,1092082,769949,413218,360334,279825
PR59807,3594463,1769270,1092166,769998,413256,360359,279843
PR59808,3594706,1769383,1092250,770043,413292,360384,279861
PR59809,3594949,1769496,1092334,770092,413329,360409,279879
PR59810,3595191,1769606,1092419,770139,413366,360434,279897
PR59811,3595423,1769707,1092501,770186,413402,360459,279914
PR59812,3595633,1769780,1092575,770231,413441,360484,279932
PR59813,3595880,1769892,1092656,770278,413477,360508,279950
PR59814,3596120,1769997,1092735,770323,413514,360533,279967
PR59815,3596343,1770081,1092810,770369,413552,360558,279984
PR59816,3596540,1770134,1092879,770413,413590,360582,280001
PR59817,3596775,1770231,1092957,770460,413627,360608,280019
PR59818,3596987,1770297,1093029,770509,413668,360633,280037
PR59819,3597201,1770367,1093103,770558,413708,360659,280054
PR59820,3597392,1770413,1093172,770604,413748,360685,280073
PR59821,3597591,1770468,1093243,770648,413786,360710,280090
PR59822,3597818,1770554,1093320,770697,413825,360736,280108
PR59823,3598041,1770636,1093397,770745,413862,360762,280126
PR59824,3598251,1770698,1093468,770793,413903,360787,280144
PR59825,3598461,1770763,1093540,770839,413943,360813,280162
PR59826,3598693,1770854,1093618,770887,413982,360839,280179
PR59827,3598943,1770963,1093698,770936,414022,360865,280197
PR59828,3599174,1771052,1093775,770986,414062,360891,280215
PR59829,3599365,1771088,1093840,771031,414103,360914,280233
PR59830,3599559,1771130,1093905,771078,414145,360935,280250
PR59831,3599774,1771198,1093975,771126,414186,360959,280268
PR59832,3600015,1771296,1094053,771177,414228,360985,280286
PR59833,3600271,1771409,1094133,771228,414269,361012,280303
PR59834,3600512,1771507,1094211,771279,414312,361039,280321
PR59835,3600755,1771608,1094290,771330,414352,361066,280339
PR59836,3600986,1771696,1094367,771381,414393,361092,280357
PR59837,3601211,1771776,1094441,771430,414433,361118,280375
PR59838,3601433,1771854,1094513,771477,414472,361142,280392
PR59839,3601667,1771945,1094589,771525,414512,361168,280409
PR59840,3601907,1772042,1094666,771576,414554,361194,280427
PR59841,3602143,1772134,1094742,771628,414596,361220,280445
PR59842,3602374,1772223,1094818,771677,414637,361245,280462
PR59843,3602601,1772301,1094891,771728,414678,361270,280480
PR59844,3602881,1772431,1094977,771786,414723,361299,280500
PR59845,3603167,1772563,1095060,771846,414767,361328,280520
PR59846,3603442,1772684,1095140,771904,414810,361356,280540
PR59847,3603733,1772816,1095226,771967,414852,361385,280561
PR59848,3604021,1772946,1095314,772031,414896,361414,280583
PR59849,3604317,1773083,1095403,772097,414937,361443,280604
PR59850,3604617,1773226,1095496,772164,414978,361473,280627
PR59851,3604849,1773314,1095572,772214,415018,361500,280644
PR59852,3605081,1773403,1095649,772264,415059,361526,280662
PR59853,3605319,1773497,1095726,772314,415100,361552,280680
PR59854,3605575,1773608,1095807,772368,415143,361580,280699
PR59855,3605825,1773713,1095887,772421,415187,361608,280717
PR59856,3606105,1773843,1095973,772479,415231,361637,280737
PR59857,3606380,1773968,1096056,772537,415276,361666,280757
PR59858,3606616,1774060,1096130,772586,415317,361691,280774
PR59859,3606846,1774144,1096206,772636,415359,361717,280792
PR59860,3607074,1774227,1096280,772686,415400,361742,280810
PR59861,3607306,1774313,1096355,772736,415442,361767,280827
PR59862,3607545,1774407,1096432,772787,415484,361794,280845
PR59863,3607784,1774500,1096508,772838,415527,361820,280863
PR59864,3608043,1774614,1096589,772891,415571,361847,280881
PR59865,3608286,1774712,1096667,772946,415613,361873,280900
PR59866,3608545,1774827,1096749,773000,415656,361901,280919
PR59867,3608838,1774965,1096840,773064,415698,361931,280940
PR59868,3609135,1775106,1096929,773127,415738,361960,280960
PR59869,3609430,1775245,1097017,773190,415778,361989,280981
PR59870,3609706,1775363,1097096,773248,415821,362016,281000
PR59871,3609974,1775478,1097176,773306,415865,362043,281020
PR59872,3610263,1775611,1097264,773368,415907,362072,281040
PR59873,3610568,1775757,1097358,773436,415946,362103,281063
PR59874,3610881,1775916,1097460,773507,415986,362135,281085
PR59875,3611179,1776055,1097550,773575,416027,362166,281108
PR59876,3611474,1776193,1097644,773642,416071,362197,281130
PR59877,3611760,1776322,1097732,773707,416116,362226,281152
PR59878,3612045,1776449,1097820,773771,416161,362256,281174
PR59879,3612326,1776571,1097905,773834,416206,362285,281195
PR59880,3612587,1776678,1097985,773889,416250,362312,281214
PR59881,3612843,1776780,1098062,773944,416293,362338,281232
PR59882,3613079,1776865,1098137,773995,416336,362364,281250
PR59883,3613327,1776961,1098211,774046,416380,362390,281267
PR59884,3613576,1777060,1098287,774098,416423,362416,281285
PR59885,3613795,1777124,1098357,774145,416466,362441,281302
PR59886,3614020,1777198,1098429,774192,416508,362467,281319
PR59887,3614254,1777286,1098505,774241,416551,362494,281337
PR59888,3614492,1777376,1098581,774293,416594,362522,281356
PR59889,3614721,1777455,1098654,774340,416637,362548,281373
PR59890,3614967,1777551,1098731,774393,416680,362575,281391
PR59891,3615224,1777658,1098811,774449,416725,362604,281411
PR59892,3615460,1777740,1098887,774503,416768,362631,281430
PR59893,3615692,1777817,1098961,774557,416810,362657,281449
PR59894,3615951,1777922,1099041,774613,416854,362685,281468
PR59895,3616200,1778019,1099119,774669,416898,362713,281488
PR59896,3616448,1778115,1099196,774723,416942,362740,281506
PR59897,3616701,1778215,1099273,774779,416986,362767,281525
PR59898,3616951,1778306,1099350,774838,417029,362793,281546
PR59899,3617195,1778397,1099428,774895,417073,362822,281566
PR59900,3617450,1778499,1099510,774955,417118,362852,281588
PR59901,3617716,1778605,1099590,775017,417162,362881,281609
PR59902,3617967,1778700,1099669,775077,417206,362910,281630
PR59903,3618211,1778787,1099745,775135,417250,362937,281651
PR59904,3618457,1778878,1099824,775192,417294,362967,281672
PR59905,3618700,1778966,1099903,775249,417339,362997,281692
PR59906,3618967,1779080,1099987,775310,417385,363028,281715
PR59907,3619207,1779168,1100063,775362,417428,363057,281734
PR59908,3619457,1779267,1100145,775418,417471,363087,281755
PR59909,3619689,1779351,1100222,775467,417510,363114,281773
PR59910,3619908,1779416,1100293,775514,417551,363140,281791
PR59911,3620185,1779542,1100380,775571,417596,363169,281811
PR59912,3620442,1779650,1100459,775625,417640,363198,281831
PR59913,3620710,1779769,1100543,775682,417686,363228,281851
PR59914,3620942,1779852,1100620,775731,417728,363256,281870
PR59915,3621172,1779929,1100695,775782,417771,363283,281888
PR59916,3621418,1780024,1100772,775835,417815,363312,281907
PR59917,3621673,1780129,1100851,775888,417860,363341,281927
PR59918,3621916,1780225,1100929,775938,417902,363368,281945
PR59919,3622142,1780302,1101003,775985,417943,363395,281963
PR59920,3622354,1780364,1101073,776030,417982,363421,281979
PR59921,3622559,1780415,1101140,776074,418022,363444,281996
PR59922,3622755,1780472,1101209,776115,418060,363469,282012
PR59923,3622940,1780524,1101276,776154,418095,363492,282028
PR59924,3623149,1780599,1101349,776196,418132,363517,282044
PR59925,3623338,1780642,1101413,776236,418170,363540,282061
PR59926,3623514,1780682,1101478,776274,418205,363563,282077
PR59927,3623727,1780747,1101550,776320,418244,363589,282094
PR59928,3623924,1780797,1101618,776361,418281,363613,282110
PR59929,3624139,1780864,1101690,776405,418319,363639,282127
PR59930,3624355,1780931,1101763,776452,418359,363665,282144
PR59931,3624566,1780995,1101834,776497,418398,363691,282161
PR59932,3624798,1781082,1101910,776543,418439,363717,282178
PR59933,3625018,1781159,1101980,776586,418478,363742,282193
PR59934,3625247,1781237,1102054,776636,418520,363767,282211
PR59935,3625471,1781309,1102126,776685,418562,363792,282228
PR59936,3625707,1781397,1102200,776735,418605,363818,282246
PR59937,3625944,1781484,1102275,776788,418648,363844,282264
PR59938,3626180,1781570,1102350,776841,418691,363870,282282
PR59939,3626394,1781627,1102419,776889,418732,363892,282299
PR59940,3626615,1781696,1102491,776938,418773,363917,282316
PR59941,3626863,1781793,1102566,776991,418816,363942,282335
PR59942,3627114,1781893,1102644,777046,418860,363969,282354
PR59943,3627337,1781964,1102718,777097,418903,363994,282372
PR59944,3627551,1782020,1102784,777143,418944,364016,282389
PR59945,3627790,1782108,1102861,777197,418987,364043,282408
PR59946,3627998,1782155,1102932,777251,419028,364066,282426
PR59947,3628216,1782213,1103004,777304,419070,364090,282446
PR59948,3628431,1782266,1103076,777359,419111,364113,282465
PR59949,3628628,1782296,1103144,777413,419152,364134,282483
PR59950,3628875,1782389,1103221,777470,419195,364160,282503
PR59951,3629079,1782428,1103282,777514,419235,364178,282519
PR59952,3629314,1782507,1103355,777567,419278,364201,282537
PR59953,3629592,1782607,1103433,777632,419321,364228,282560
