,ID,PA,PB,PC,PD,PE,PF,PG
21159,PR61160,17841729536,20144872,37224500,32718098,40977968,16560913,20024760
21160,PR61161,17843374080,20146776,37228020,32721190,40981856,16562478,20026652
21161,PR61162,17845018624,20148680,37231540,32724284,40985744,16564043,20028544
21162,PR61163,17846663168,20150584,37235060,32727378,40989632,16565608,20030438
21163,PR61164,17848307712,20152488,37238580,32730472,40993520,16567174,20032332
21164,PR61165,17849952256,20154392,37242100,32733566,40997408,16568740,20034226
21165,PR61166,17851596800,20156296,37245620,32736660,41001296,16570306,20036120
21166,PR61167,17853241344,20158200,37249140,32739754,41005184,16571872,20038014
21167,PR61168,17854885888,20160104,37252660,32742848,41009072,16573438,20039908
21168,PR61169,17856530432,20162008,37256180,32745942,41012960,16575004,20041802
21169,PR61170,17858174976,20163912,37259700,32749036,41016848,16576570,20043696
21170,PR61171,17859819520,20165816,37263220,32752130,41020736,16578136,20045590
21171,PR61172,17861464064,20167720,37266740,32755224,41024624,16579702,20047484
21172,PR61173,17863108608,20169626,37270260,32758318,41028512,16581268,20049378
21173,PR61174,17864753152,20171532,37273780,32761412,41032404,16582834,20051272
21174,PR61175,17866397696,20173438,37277300,32764508,41036296,16584400,20053166
21175,PR61176,17868044288,20175344,37280820,32767604,41040188,16585966,20055060
21176,PR61177,17869690880,20177250,37284340,32770700,41044080,16587533,20056954
21177,PR61178,17871337472,20179156,37287860,32773796,41047972,16589100,20058848
21178,PR61179,17872984064,20181062,37291380,32776892,41051864,16590667,20060742
21179,PR61180,17874630656,20182968,37294900,32779988,41055756,16592234,20062636
21180,PR61181,17876277248,20184874,37298420,32783084,41059648,16593801,20064530
21181,PR61182,17877923840,20186780,37301940,32786180,41063540,16595368,20066424
21182,PR61183,17879570432,20188686,37305460,32789276,41067432,16596935,20068318
21183,PR61184,17881217024,20190592,37308984,32792372,41071324,16598502,20070212
21184,PR61185,17882863616,20192498,37312508,32795468,41075216,16600069,20072108
21185,PR61186,17884510208,20194404,37316032,32798564,41079108,16601636,20074004
21186,PR61187,17886156800,20196310,37319556,32801660,41083000,16603203,20075900
21187,PR61188,17887803392,20198216,37323080,32804756,41086892,16604770,20077796
21188,PR61189,17889449984,20200122,37326604,32807854,41090784,16606337,20079692
21189,PR61190,17891096576,20202028,37330128,32810952,41094676,16607904,20081588
21190,PR61191,17892743168,20203934,37333652,32814050,41098568,16609472,20083484
21191,PR61192,17894389760,20205840,37337176,32817148,41102460,16611040,20085380
21192,PR61193,17896036352,20207746,37340700,32820246,41106352,16612608,20087276
21193,PR61194,17897682944,20209652,37344224,32823344,41110244,16614176,20089172
21194,PR61195,17899329536,20211558,37347748,32826442,41114136,16615744,20091068
21195,PR61196,17900976128,20213466,37351272,32829540,41118032,16617312,20092964
21196,PR61197,17902622720,20215374,37354796,32832638,41121928,16618880,20094860
21197,PR61198,17904269312,20217282,37358320,32835736,41125824,16620448,20096756
21198,PR61199,17905915904,20219190,37361844,32838834,41129720,16622016,20098652
21199,PR61200,17907562496,20221098,37365368,32841932,41133616,16623584,20100548
21200,PR61201,17909209088,20223006,37368892,32845030,41137512,16625152,20102444
21201,PR61202,17910855680,20224914,37372416,32848128,41141408,16626720,20104340
21202,PR61203,17912502272,20226822,37375940,32851228,41145304,16628288,20106236
21203,PR61204,17914148864,20228730,37379464,32854328,41149200,16629857,20108132
21204,PR61205,17915797504,20230638,37382988,32857428,41153096,16631426,20110028
21205,PR61206,17917446144,20232546,37386512,32860528,41156992,16632995,20111924
21206,PR61207,17919094784,20234454,37390036,32863628,41160888,16634564,20113822
21207,PR61208,17920743424,20236362,37393564,32866728,41164784,16636133,20115720
21208,PR61209,17922392064,20238270,37397092,32869828,41168680,16637702,20117618
21209,PR61210,17924040704,20240178,37400620,32872928,41172576,16639271,20119516
21210,PR61211,17925689344,20242086,37404148,32876028,41176472,16640840,20121414
21211,PR61212,17927337984,20243994,37407676,32879128,41180368,16642409,20123312
21212,PR61213,17928986624,20245902,37411204,32882228,41184264,16643978,20125210
21213,PR61214,17930635264,20247810,37414732,32885328,41188160,16645547,20127108
21214,PR61215,17932283904,20249718,37418260,32888428,41192056,16647116,20129006
21215,PR61216,17933932544,20251626,37421788,32891530,41195952,16648685,20130904
21216,PR61217,17935581184,20253534,37425316,32894632,41199848,16650254,20132802
21217,PR61218,17937229824,20255444,37428844,32897734,41203748,16651824,20134700
21218,PR61219,17938878464,20257354,37432372,32900836,41207648,16653394,20136598
21219,PR61220,17940527104,20259264,37435900,32903938,41211548,16654964,20138496
21220,PR61221,17942175744,20261174,37439428,32907040,41215448,16656534,20140394
21221,PR61222,17943824384,20263084,37442956,32910142,41219348,16658104,20142292
21222,PR61223,17945473024,20264994,37446484,32913244,41223248,16659674,20144190
21223,PR61224,17947121664,20266904,37450012,32916346,41227148,16661244,20146088
21224,PR61225,17948770304,20268814,37453540,32919448,41231048,16662814,20147986
21225,PR61226,17950418944,20270724,37457068,32922550,41234948,16664384,20149884
21226,PR61227,17952067584,20272634,37460596,32925652,41238848,16665954,20151782
21227,PR61228,17953716224,20274544,37464124,32928754,41242748,16667524,20153680
21228,PR61229,17955364864,20276454,37467652,32931856,41246648,16669094,20155578
21229,PR61230,17957013504,20278364,37471180,32934960,41250548,16670664,20157478
21230,PR61231,17958662144,20280274,37474708,32938064,41254448,16672235,20159378
21231,PR61232,17960310784,20282184,37478240,32941168,41258348,16673806,20161278
21232,PR61233,17961961472,20284094,37481772,32944272,41262248,16675377,20163178
21233,PR61234,17963612160,20286004,37485304,32947376,41266148,16676948,20165078
21234,PR61235,17965262848,20287914,37488836,32950480,41270048,16678519,20166978
21235,PR61236,17966913536,20289824,37492368,32953584,41273948,16680090,20168878
21236,PR61237,17968564224,20291734,37495900,32956688,41277848,16681661,20170778
21237,PR61238,17970214912,20293644,37499432,32959792,41281748,16683232,20172678
21238,PR61239,17971865600,20295554,37502964,32962896,41285652,16684803,20174578
21239,PR61240,17973516288,20297466,37506496,32966000,41289556,16686374,20176478
21240,PR61241,17975166976,20299378,37510028,32969104,41293460,16687945,20178378
21241,PR61242,17976817664,20301290,37513560,32972208,41297364,16689516,20180278
21242,PR61243,17978468352,20303202,37517092,32975312,41301268,16691087,20182178
21243,PR61244,17980119040,20305114,37520624,32978418,41305172,16692658,20184078
21244,PR61245,17981769728,20307026,37524156,32981524,41309076,16694230,20185978
21245,PR61246,17983420416,20308938,37527688,32984630,41312980,16695802,20187878
21246,PR61247,17985071104,20310850,37531220,32987736,41316884,16697374,20189778
21247,PR61248,17986721792,20312762,37534752,32990842,41320788,16698946,20191678
21248,PR61249,17988372480,20314674,37538284,32993948,41324692,16700518,20193578
21249,PR61250,17990023168,20316586,37541816,32997054,41328596,16702090,20195478
21250,PR61251,17991673856,20318498,37545348,33000160,41332500,16703662,20197378
21251,PR61252,17993324544,20320410,37548880,33003266,41336404,16705234,20199280
21252,PR61253,17994975232,20322322,37552412,33006372,41340308,16706806,20201182
21253,PR61254,17996625920,20324234,37555944,33009478,41344212,16708378,20203084
21254,PR61255,17998276608,20326146,37559476,33012584,41348116,16709950,20204986
21255,PR61256,17999927296,20328058,37563012,33015690,41352020,16711522,20206888
21256,PR61257,18001577984,20329970,37566548,33018796,41355924,16713094,20208790
21257,PR61258,18003228672,20331882,37570084,33021904,41359828,16714667,20210692
21258,PR61259,18004881408,20333794,37573620,33025012,41363736,16716240,20212594
21259,PR61260,18006534144,20335706,37577156,33028120,41367644,16717813,20214496
21260,PR61261,18008186880,20337618,37580692,33031228,41371552,16719386,20216398
21261,PR61262,18009839616,20339532,37584228,33034336,41375460,16720959,20218300
21262,PR61263,18011492352,20341446,37587764,33037444,41379368,16722532,20220202
21263,PR61264,18013145088,20343360,37591300,33040552,41383276,16724105,20222104
21264,PR61265,18014797824,20345274,37594836,33043660,41387184,16725678,20224006
21265,PR61266,18016450560,20347188,37598372,33046768,41391092,16727251,20225908
21266,PR61267,18018103296,20349102,37601908,33049876,41395000,16728824,20227810
21267,PR61268,18019756032,20351016,37605444,33052984,41398908,16730397,20229712
21268,PR61269,18021408768,20352930,37608980,33056092,41402816,16731970,20231614
21269,PR61270,18023061504,20354844,37612516,33059200,41406724,16733543,20233516
21270,PR61271,18024714240,20356758,37616052,33062310,41410632,16735116,20235418
21271,PR61272,18026366976,20358672,37619588,33065420,41414540,16736690,20237320
21272,PR61273,18028019712,20360586,37623124,33068530,41418448,16738264,20239222
21273,PR61274,18029672448,20362500,37626660,33071640,41422356,16739838,20241126
21274,PR61275,18031325184,20364414,37630196,33074750,41426264,16741412,20243030
21275,PR61276,18032977920,20366328,37633732,33077860,41430172,16742986,20244934
21276,PR61277,18034630656,20368242,37637268,33080970,41434080,16744560,20246838
21277,PR61278,18036283392,20370156,37640804,33084080,41437992,16746134,20248742
21278,PR61279,18037936128,20372070,37644340,33087190,41441904,16747708,20250646
21279,PR61280,18039588864,20373984,37647880,33090300,41445816,16749282,20252550
21280,PR61281,18041241600,20375898,37651420,33093410,41449728,16750856,20254454
21281,PR61282,18042894336,20377812,37654960,33096520,41453640,16752430,20256358
21282,PR61283,18044547072,20379726,37658500,33099630,41457552,16754004,20258262
21283,PR61284,18046199808,20381640,37662040,33102740,41461464,16755578,20260166
21284,PR61285,18047852544,20383556,37665580,33105852,41465376,16757153,20262070
21285,PR61286,18049505280,20385472,37669120,33108964,41469288,16758728,20263974
21286,PR61287,18051160064,20387388,37672660,33112076,41473200,16760303,20265878
21287,PR61288,18052814848,20389304,37676200,33115188,41477112,16761878,20267782
21288,PR61289,18054469632,20391220,37679740,33118300,41481024,16763453,20269686
21289,PR61290,18056124416,20393136,37683280,33121412,41484936,16765028,20271590
21290,PR61291,18057779200,20395052,37686820,33124524,41488848,16766603,20273494
21291,PR61292,18059433984,20396968,37690360,33127636,41492760,16768178,20275398
21292,PR61293,18061088768,20398884,37693900,33130748,41496672,16769753,20277302
21293,PR61294,18062743552,20400800,37697440,33133860,41500584,16771328,20279206
21294,PR61295,18064398336,20402716,37700980,33136972,41504496,16772903,20281110
21295,PR61296,18066053120,20404632,37704520,33140084,41508408,16774478,20283014
21296,PR61297,18067707904,20406548,37708060,33143196,41512320,16776053,20284920
21297,PR61298,18069362688,20408464,37711600,33146308,41516232,16777628,20286826
21298,PR61299,18071017472,20410380,37715140,33149422,41520148,16779204,20288732
21299,PR61300,18072672256,20412296,37718680,33152536,41524064,16780780,20290638
21300,PR61301,18074327040,20414212,37722220,33155650,41527980,16782356,20292544
21301,PR61302,18075981824,20416128,37725760,33158764,41531896,16783932,20294450
21302,PR61303,18077636608,20418044,37729300,33161878,41535812,16785508,20296356
21303,PR61304,18079291392,20419960,37732844,33164992,41539728,16787084,20298262
21304,PR61305,18080946176,20421876,37736388,33168106,41543644,16788660,20300168
21305,PR61306,18082600960,20423792,37739932,33171220,41547560,16790236,20302074
21306,PR61307,18084255744,20425710,37743476,33174334,41551476,16791812,20303980
21307,PR61308,18085910528,20427628,37747020,33177448,41555392,16793388,20305886
21308,PR61309,18087565312,20429546,37750564,33180562,41559308,16794964,20307792
21309,PR61310,18089220096,20431464,37754108,33183676,41563224,16796540,20309698
21310,PR61311,18090874880,20433382,37757652,33186790,41567140,16798116,20311604
21311,PR61312,18092529664,20435300,37761196,33189906,41571056,16799692,20313510
21312,PR61313,18094184448,20437218,37764740,33193022,41574972,16801268,20315416
21313,PR61314,18095839232,20439136,37768284,33196138,41578888,16802844,20317322
21314,PR61315,18097494016,20441054,37771828,33199254,41582804,16804420,20319228
21315,PR61316,18099148800,20442972,37775372,33202370,41586720,16805996,20321134
21316,PR61317,18100803584,20444890,37778916,33205486,41590636,16807572,20323040
21317,PR61318,18102460416,20446808,37782460,33208602,41594552,16809148,20324946
21318,PR61319,18104117248,20448726,37786004,33211718,41598472,16810726,20326854
21319,PR61320,18105774080,20450644,37789548,33214834,41602392,16812304,20328762
21320,PR61321,18107430912,20452562,37793092,33217950,41606312,16813882,20330670
21321,PR61322,18109087744,20454480,37796636,33221066,41610232,16815460,20332578
21322,PR61323,18110744576,20456398,37800180,33224182,41614152,16817038,20334486
21323,PR61324,18112401408,20458316,37803724,33227298,41618072,16818616,20336394
21324,PR61325,18114058240,20460234,37807268,33230414,41621992,16820194,20338302
21325,PR61326,18115715072,20462152,37810812,33233532,41625912,16821772,20340210
21326,PR61327,18117371904,20464070,37814356,33236650,41629832,16823350,20342118
21327,PR61328,18119028736,20465988,37817904,33239768,41633752,16824928,20344026
21328,PR61329,18120685568,20467908,37821452,33242886,41637672,16826506,20345934
21329,PR61330,18122342400,20469828,37825000,33246004,41641592,16828084,20347842
21330,PR61331,18123999232,20471748,37828548,33249122,41645512,16829662,20349750
21331,PR61332,18125656064,20473668,37832096,33252240,41649432,16831240,20351658
21332,PR61333,18127312896,20475588,37835644,33255358,41653352,16832818,20353566
21333,PR61334,18128969728,20477508,37839192,33258476,41657272,16834396,20355474
21334,PR61335,18130626560,20479428,37842740,33261594,41661192,16835974,20357382
21335,PR61336,18132283392,20481348,37846288,33264712,41665112,16837552,20359290
21336,PR61337,18133940224,20483268,37849836,33267830,41669032,16839130,20361198
21337,PR61338,18135597056,20485188,37853384,33270948,41672956,16840708,20363106
21338,PR61339,18137253888,20487108,37856932,33274066,41676880,16842286,20365014
21339,PR61340,18138910720,20489028,37860480,33277186,41680804,16843864,20366922
21340,PR61341,18140567552,20490948,37864028,33280306,41684728,16845442,20368832
21341,PR61342,18142224384,20492868,37867576,33283426,41688652,16847020,20370742
21342,PR61343,18143881216,20494788,37871124,33286546,41692576,16848598,20372652
21343,PR61344,18145538048,20496708,37874672,33289666,41696500,16850176,20374562
21344,PR61345,18147194880,20498628,37878220,33292786,41700424,16851754,20376472
21345,PR61346,18148853760,20500548,37881768,33295906,41704348,16853334,20378382
21346,PR61347,18150512640,20502468,37885316,33299026,41708272,16854914,20380292
21347,PR61348,18152171520,20504388,37888864,33302146,41712196,16856494,20382202
21348,PR61349,18153830400,20506308,37892412,33305266,41716120,16858074,20384112
21349,PR61350,18155489280,20508228,37895960,33308386,41720044,16859654,20386022
21350,PR61351,18157148160,20510150,37899508,33311506,41723968,16861234,20387932
21351,PR61352,18158807040,20512072,37903060,33314626,41727892,16862814,20389842
21352,PR61353,18160465920,20513994,37906612,33317748,41731816,16864394,20391752
21353,PR61354,18162124800,20515916,37910164,33320870,41735740,16865974,20393662
21354,PR61355,18163783680,20517838,37913716,33323992,41739664,16867554,20395572
21355,PR61356,18165442560,20519760,37917268,33327114,41743592,16869134,20397482
21356,PR61357,18167101440,20521682,37920820,33330236,41747520,16870714,20399392
21357,PR61358,18168760320,20523604,37924372,33333358,41751448,16872294,20401302
21358,PR61359,18170419200,20525526,37927924,33336480,41755376,16873874,20403212
21359,PR61360,18172078080,20527448,37931476,33339602,41759304,16875454,20405122
21360,PR61361,18173736960,20529370,37935028,33342724,41763232,16877034,20407032
21361,PR61362,18175395840,20531292,37938580,33345846,41767160,16878614,20408942
21362,PR61363,18177054720,20533214,37942132,33348968,41771088,16880194,20410852
21363,PR61364,18178713600,20535136,37945684,33352090,41775016,16881774,20412764
21364,PR61365,18180372480,20537058,37949236,33355212,41778944,16883354,20414676
21365,PR61366,18182031360,20538980,37952788,33358334,41782872,16884934,20416588
21366,PR61367,18183690240,20540902,37956340,33361458,41786800,16886514,20418500
21367,PR61368,18185349120,20542824,37959892,33364582,41790728,16888094,20420412
21368,PR61369,18187008000,20544746,37963444,33367706,41794656,16889674,20422324
21369,PR61370,18188666880,20546668,37966996,33370830,41798584,16891254,20424236
21370,PR61371,18190325760,20548590,37970548,33373954,41802512,16892834,20426148
21371,PR61372,18191984640,20550512,37974100,33377078,41806440,16894414,20428060
21372,PR61373,18193643520,20552436,37977652,33380202,41810368,16895996,20429972
21373,PR61374,18195304448,20554360,37981204,33383326,41814296,16897578,20431884
21374,PR61375,18196965376,20556284,37984756,33386450,41818224,16899160,20433796
21375,PR61376,18198626304,20558208,37988312,33389574,41822156,16900742,20435708
21376,PR61377,18200287232,20560132,37991868,33392698,41826088,16902324,20437620
21377,PR61378,18201948160,20562056,37995424,33395822,41830020,16903906,20439532
21378,PR61379,18203609088,20563980,37998980,33398946,41833952,16905488,20441444
21379,PR61380,18205270016,20565904,38002536,33402070,41837884,16907070,20443356
21380,PR61381,18206930944,20567828,38006092,33405196,41841816,16908652,20445268
21381,PR61382,18208591872,20569752,38009648,33408322,41845748,16910234,20447180
21382,PR61383,18210252800,20571676,38013204,33411448,41849680,16911816,20449092
21383,PR61384,18211913728,20573600,38016760,33414574,41853612,16913398,20451004
21384,PR61385,18213574656,20575524,38020316,33417700,41857544,16914980,20452916
21385,PR61386,18215235584,20577448,38023872,33420826,41861476,16916562,20454830
21386,PR61387,18216896512,20579372,38027428,33423952,41865408,16918144,20456744
21387,PR61388,18218557440,20581296,38030984,33427078,41869340,16919726,20458658
21388,PR61389,18220218368,20583220,38034540,33430204,41873272,16921308,20460572
21389,PR61390,18221879296,20585144,38038096,33433330,41877204,16922890,20462486
21390,PR61391,18223540224,20587068,38041652,33436456,41881136,16924472,20464400
21391,PR61392,18225201152,20588992,38045208,33439582,41885068,16926054,20466314
21392,PR61393,18226862080,20590916,38048764,33442708,41889000,16927636,20468228
21393,PR61394,18228523008,20592840,38052320,33445836,41892932,16929218,20470142
21394,PR61395,18230183936,20594764,38055876,33448964,41896864,16930800,20472056
21395,PR61396,18231844864,20596690,38059432,33452092,41900796,16932382,20473970
21396,PR61397,18233505792,20598616,38062988,33455220,41904732,16933964,20475884
21397,PR61398,18235166720,20600542,38066544,33458348,41908668,16935546,20477798
21398,PR61399,18236827648,20602468,38070100,33461476,41912604,16937128,20479712
21399,PR61400,18238488576,20604394,38073660,33464604,41916540,16938712,20481626
21400,PR61401,18240149504,20606320,38077220,33467732,41920476,16940296,20483540
21401,PR61402,18241810432,20608246,38080780,33470860,41924412,16941880,20485454
21402,PR61403,18243473408,20610172,38084340,33473988,41928348,16943464,20487368
21403,PR61404,18245136384,20612098,38087900,33477116,41932284,16945048,20489282
21404,PR61405,18246799360,20614024,38091460,33480244,41936220,16946632,20491196
21405,PR61406,18248462336,20615950,38095020,33483372,41940156,16948216,20493110
21406,PR61407,18250125312,20617876,38098580,33486500,41944092,16949800,20495024
21407,PR61408,18251788288,20619802,38102140,33489630,41948028,16951384,20496938
21408,PR61409,18253451264,20621728,38105700,33492760,41951964,16952968,20498854
21409,PR61410,18255114240,20623654,38109260,33495890,41955900,16954552,20500770
21410,PR61411,18256777216,20625580,38112820,33499020,41959836,16956136,20502686
21411,PR61412,18258440192,20627506,38116380,33502150,41963772,16957720,20504602
21412,PR61413,18260103168,20629432,38119940,33505280,41967708,16959304,20506518
21413,PR61414,18261766144,20631358,38123500,33508410,41971644,16960888,20508434
21414,PR61415,18263429120,20633284,38127060,33511540,41975580,16962472,20510350
21415,PR61416,18265092096,20635210,38130620,33514670,41979516,16964056,20512266
21416,PR61417,18266755072,20637136,38134180,33517800,41983452,16965640,20514182
21417,PR61418,18268418048,20639064,38137740,33520930,41987392,16967224,20516098
21418,PR61419,18270081024,20640992,38141300,33524060,41991332,16968808,20518014
21419,PR61420,18271744000,20642920,38144860,33527190,41995272,16970392,20519930
21420,PR61421,18273406976,20644848,38148420,33530320,41999212,16971976,20521846
21421,PR61422,18275069952,20646776,38151980,33533452,42003152,16973560,20523762
21422,PR61423,18276732928,20648704,38155540,33536584,42007092,16975144,20525678
21423,PR61424,18278395904,20650632,38159104,33539716,42011032,16976728,20527594
21424,PR61425,18280058880,20652560,38162668,33542848,42014972,16978312,20529510
21425,PR61426,18281721856,20654488,38166232,33545980,42018912,16979896,20531426
21426,PR61427,18283384832,20656416,38169796,33549112,42022852,16981482,20533342
21427,PR61428,18285047808,20658344,38173360,33552244,42026792,16983068,20535258
21428,PR61429,18286710784,20660272,38176924,33555376,42030732,16984654,20537174
21429,PR61430,18288373760,20662200,38180488,33558508,42034672,16986240,20539090
21430,PR61431,18290036736,20664128,38184052,33561640,42038612,16987826,20541008
21431,PR61432,18291701760,20666056,38187616,33564772,42042552,16989412,20542926
21432,PR61433,18293366784,20667984,38191180,33567904,42046492,16990998,20544844
21433,PR61434,18295031808,20669912,38194744,33571036,42050432,16992584,20546762
21434,PR61435,18296696832,20671840,38198308,33574168,42054372,16994170,20548680
21435,PR61436,18298361856,20673768,38201872,33577300,42058312,16995756,20550598
21436,PR61437,18300026880,20675696,38205436,33580432,42062256,16997342,20552516
21437,PR61438,18301691904,20677624,38209000,33583564,42066200,16998928,20554434
21438,PR61439,18303356928,20679552,38212564,33586696,42070144,17000514,20556352
21439,PR61440,18305021952,20681482,38216128,33589828,42074088,17002100,20558270
21440,PR61441,18306686976,20683412,38219692,33592960,42078032,17003686,20560188
21441,PR61442,18308352000,20685342,38223256,33596096,42081976,17005272,20562106
21442,PR61443,18310017024,20687272,38226820,33599232,42085920,17006858,20564024
21443,PR61444,18311682048,20689202,38230384,33602368,42089864,17008444,20565942
21444,PR61445,18313347072,20691132,38233948,33605504,42093808,17010030,20567860
21445,PR61446,18315012096,20693062,38237512,33608640,42097752,17011616,20569778
21446,PR61447,18316677120,20694992,38241076,33611776,42101696,17013202,20571696
21447,PR61448,18318342144,20696922,38244644,33614912,42105640,17014788,20573614
21448,PR61449,18320007168,20698852,38248212,33618048,42109584,17016374,20575532
21449,PR61450,18321672192,20700782,38251780,33621184,42113528,17017960,20577450
21450,PR61451,18323337216,20702712,38255348,33624320,42117472,17019546,20579368
21451,PR61452,18325002240,20704642,38258916,33627456,42121416,17021132,20581286
21452,PR61453,18326667264,20706572,38262484,33630592,42125360,17022718,20583206
21453,PR61454,18328332288,20708502,38266052,33633728,42129304,17024306,20585126
21454,PR61455,18329997312,20710432,38269620,33636864,42133252,17025894,20587046
21455,PR61456,18331662336,20712362,38273188,33640000,42137200,17027482,20588966
21456,PR61457,18333327360,20714292,38276756,33643136,42141148,17029070,20590886
21457,PR61458,18334994432,20716222,38280324,33646272,42145096,17030658,20592806
21458,PR61459,18336661504,20718152,38283892,33649408,42149044,17032246,20594726
21459,PR61460,18338328576,20720082,38287460,33652544,42152992,17033834,20596646
21460,PR61461,18339995648,20722012,38291028,33655680,42156940,17035422,20598566
21461,PR61462,18341662720,20723944,38294596,33658816,42160888,17037010,20600486
21462,PR61463,18343329792,20725876,38298164,33661952,42164836,17038598,20602406
21463,PR61464,18344996864,20727808,38301732,33665088,42168784,17040186,20604326
21464,PR61465,18346663936,20729740,38305300,33668224,42172732,17041774,20606246
21465,PR61466,18348331008,20731672,38308868,33671360,42176680,17043362,20608166
21466,PR61467,18349998080,20733604,38312436,33674496,42180628,17044950,20610086
21467,PR61468,18351665152,20735536,38316004,33677632,42184576,17046538,20612006
21468,PR61469,18353332224,20737468,38319572,33680772,42188524,17048126,20613926
21469,PR61470,18354999296,20739400,38323140,33683912,42192472,17049714,20615846
21470,PR61471,18356666368,20741332,38326708,33687052,42196420,17051302,20617766
21471,PR61472,18358333440,20743264,38330280,33690192,42200368,17052890,20619686
21472,PR61473,18360000512,20745196,38333852,33693332,42204316,17054478,20621606
21473,PR61474,18361667584,20747128,38337424,33696472,42208264,17056066,20623526
21474,PR61475,18363334656,20749060,38340996,33699612,42212212,17057654,20625446
21475,PR61476,18365001728,20750992,38344568,33702752,42216164,17059242,20627368
21476,PR61477,18366668800,20752924,38348140,33705892,42220116,17060830,20629290
21477,PR61478,18368335872,20754856,38351712,33709032,42224068,17062418,20631212
21478,PR61479,18370002944,20756788,38355284,33712172,42228020,17064006,20633134
21479,PR61480,18371670016,20758720,38358856,33715312,42231972,17065594,20635056
21480,PR61481,18373337088,20760652,38362428,33718452,42235924,17067184,20636978
21481,PR61482,18375004160,20762584,38366000,33721592,42239876,17068774,20638900
21482,PR61483,18376671232,20764516,38369572,33724732,42243828,17070364,20640822
21483,PR61484,18378338304,20766448,38373144,33727872,42247780,17071954,20642744
21484,PR61485,18380005376,20768382,38376716,33731012,42251732,17073544,20644666
21485,PR61486,18381672448,20770316,38380288,33734152,42255684,17075134,20646588
21486,PR61487,18383341568,20772250,38383860,33737292,42259636,17076724,20648510
21487,PR61488,18385010688,20774184,38387432,33740432,42263588,17078314,20650432
21488,PR61489,18386679808,20776118,38391004,33743572,42267540,17079904,20652354
21489,PR61490,18388348928,20778052,38394576,33746712,42271492,17081494,20654276
21490,PR61491,18390018048,20779986,38398148,33749852,42275444,17083084,20656198
21491,PR61492,18391687168,20781920,38401720,33752992,42279396,17084674,20658120
21492,PR61493,18393356288,20783854,38405292,33756132,42283348,17086264,20660042
21493,PR61494,18395025408,20785788,38408864,33759272,42287300,17087854,20661964
21494,PR61495,18396694528,20787722,38412436,33762412,42291252,17089444,20663886
21495,PR61496,18398363648,20789656,38416012,33765552,42295204,17091034,20665808
21496,PR61497,18400032768,20791590,38419588,33768696,42299160,17092624,20667730
21497,PR61498,18401701888,20793524,38423164,33771840,42303116,17094214,20669654
21498,PR61499,18403371008,20795458,38426740,33774984,42307072,17095804,20671578
21499,PR61500,18405040128,20797392,38430316,33778128,42311028,17097394,20673502
21500,PR61501,18406709248,20799326,38433892,33781272,42314984,17098984,20675426
21501,PR61502,18408378368,20801260,38437468,33784416,42318940,17100574,20677350
21502,PR61503,18410047488,20803194,38441044,33787560,42322896,17102164,20679274
21503,PR61504,18411716608,20805128,38444620,33790704,42326852,17103754,20681198
21504,PR61505,18413385728,20807062,38448196,33793848,42330808,17105344,20683122
21505,PR61506,18415054848,20808996,38451772,33796992,42334764,17106934,20685046
21506,PR61507,18416723968,20810932,38455348,33800136,42338720,17108524,20686970
21507,PR61508,18418393088,20812868,38458924,33803280,42342676,17110116,20688894
21508,PR61509,18420062208,20814804,38462500,33806424,42346632,17111708,20690818
21509,PR61510,18421731328,20816740,38466076,33809568,42350588,17113300,20692742
21510,PR61511,18423400448,20818676,38469652,33812712,42354544,17114892,20694666
21511,PR61512,18425069568,20820612,38473228,33815856,42358500,17116484,20696590
21512,PR61513,18426738688,20822548,38476804,33819000,42362456,17118076,20698514
21513,PR61514,18428407808,20824484,38480380,33822144,42366412,17119668,20700438
21514,PR61515,18430076928,20826420,38483956,33825288,42370368,17121260,20702362
21515,PR61516,18431748096,20828356,38487532,33828432,42374324,17122852,20704286
21516,PR61517,18433419264,20830292,38491108,33831576,42378280,17124444,20706210
21517,PR61518,18435090432,20832228,38494684,33834720,42382236,17126036,20708134
21518,PR61519,18436761600,20834164,38498260,33837864,42386196,17127628,20710058
21519,PR61520,18438432768,20836100,38501836,33841008,42390156,17129220,20711984
21520,PR61521,18440103936,20838036,38505416,33844152,42394116,17130812,20713910
21521,PR61522,18441775104,20839972,38508996,33847296,42398076,17132404,20715836
21522,PR61523,18443446272,20841908,38512576,33850440,42402036,17133996,20717762
21523,PR61524,18445117440,20843844,38516156,33853588,42405996,17135588,20719688
21524,PR61525,18446788608,20845780,38519736,33856736,42409956,17137180,20721614
21525,PR61526,18448459776,20847716,38523316,33859884,42413916,17138772,20723540
21526,PR61527,18450130944,20849652,38526896,33863032,42417876,17140364,20725466
21527,PR61528,18451802112,20851588,38530476,33866180,42421836,17141956,20727392
21528,PR61529,18453473280,20853526,38534056,33869328,42425796,17143548,20729318
21529,PR61530,18455144448,20855464,38537636,33872476,42429756,17145140,20731244
21530,PR61531,18456815616,20857402,38541216,33875624,42433716,17146732,20733170
21531,PR61532,18458486784,20859340,38544796,33878772,42437676,17148324,20735096
21532,PR61533,18460157952,20861278,38548376,33881920,42441636,17149916,20737022
21533,PR61534,18461829120,20863216,38551956,33885068,42445596,17151508,20738948
21534,PR61535,18463500288,20865154,38555536,33888216,42449556,17153102,20740874
21535,PR61536,18465171456,20867092,38559116,33891364,42453516,17154696,20742800
